"speciesid","speciesname","taxon","conservation_status","listed"
"44037","Hydropsyche alhedra","Invertebrates","5",0
"44038","Hydropsyche alternans","Invertebrates","5",0
"44039","Hydropsyche cockerelli","Invertebrates","5",0
"44040","Hydropsyche macleodi","Invertebrates","3",0
"44041","Hydropsyche vexa","Invertebrates","5",0
"44042","Cheumatopsyche gyra","Invertebrates","4",0
"44043","Cheumatopsyche halima","Invertebrates","5",0
"44044","Cheumatopsyche enigma","Invertebrates","4",0
"44045","Cheumatopsyche mollala","Invertebrates","4",0
"44046","Cheumatopsyche harwoodi","Invertebrates","5",0
"44047","Cheumatopsyche smithi","Invertebrates","5",0
"44048","Cheumatopsyche wrighti","Invertebrates","4",0
"44049","Hydropsyche reciproca","Invertebrates","1",0
"44050","Hydropsyche californica","Invertebrates","5",0
"44051","Hydropsyche confusa","Invertebrates","5",0
"44052","Hydropsyche elissoma","Invertebrates","5",0
"44053","Hydropsyche franclemonti","Invertebrates","5",0
"44054","Hydropsyche leonardi","Invertebrates","5",0
"44055","Hydropsyche marqueti","Invertebrates","UNK",0
"44056","Leptonema albovirens","Invertebrates","5",0
"44057","Parapsyche almota","Invertebrates","5",0
"44058","Parapsyche elsis","Invertebrates","5",0
"44059","Smicridea signata","Invertebrates","4",0
"44060","Agraylea costella","Invertebrates","3",0
"44061","Agraylea saltesea","Invertebrates","4",0
"44062","Hydroptila ampoda","Invertebrates","5",0
"44063","Hydroptila callia","Invertebrates","5",0
"44064","Hydroptila argosa","Invertebrates","5",0
"44065","Hydroptila pecos","Invertebrates","4",0
"44066","Hydroptila salmo","Invertebrates","4",0
"44067","Hydroptila strepha","Invertebrates","5",0
"44068","Hydroptila tusculum","Invertebrates","3",0
"44069","Hydroptila wyomia","Invertebrates","4",0
"44070","Hydroptila xera","Invertebrates","5",0
"44071","Hydroptila xoncla","Invertebrates","4",0
"44072","Leucotrichia limpia","Invertebrates","4",0
"44073","Leucotrichia sarita","Invertebrates","5",0
"44074","Metrichia arizonensis","Invertebrates","2 ",0
"44075","Neotrichia falca","Invertebrates","3",0
"44076","Neotrichia halia","Invertebrates","5",0
"44077","Ochrotrichia logana","Invertebrates","5",0
"44078","Ochrotrichia lometa","Invertebrates","5",0
"44079","Ochrotrichia oregona","Invertebrates","4",0
"44080","Ochrotrichia potomus","Invertebrates","3",0
"44081","Oxyethira aculea","Invertebrates","5",0
"44082","Oxyethira aeola","Invertebrates","5",0
"44083","Oxyethira araya","Invertebrates","5",0
"44084","Oxyethira arizona","Invertebrates","3",0
"44085","Oxyethira azteca","Invertebrates","5",0
"44086","Oxyethira obtatus","Invertebrates","4",0
"44087","Oxyethira parce","Invertebrates","5",0
"44088","Oxyethira rivicola","Invertebrates","5",0
"44089","Oxyethira rossi","Invertebrates","3",0
"44090","Oxyethira sida","Invertebrates","4",0
"44091","Stactobiella brustia","Invertebrates","4",0
"44092","Lepidostoma bakeri","Invertebrates","UNK",0
"44093","Lepidostoma americanum","Invertebrates","5",0
"44094","Lepidostoma bryanti","Invertebrates","5",0
"44095","Lepidostoma carrolli","Invertebrates","5",0
"44096","Lepidostoma cascadense","Invertebrates","5",0
"44097","Lepidostoma costale","Invertebrates","5",0
"44098","Lepidostoma frosti","Invertebrates","5",0
"44099","Lepidostoma lydia","Invertebrates","5",0
"44100","Lepidostoma modestum","Invertebrates","3",0
"44101","Lepidostoma ontario","Invertebrates","5",0
"44102","Plethodon sherando","Amphibians","2 ",0
"44103","Oreohelix sp. 2","Invertebrates","1",0
"44104","Cryptomastix sp. 8","Invertebrates","1",0
"44105","Juga sp. 8","Invertebrates","2 ",0
"44106","Lepidostoma pluviale","Invertebrates","5",0
"44107","Lepidostoma podagrum","Invertebrates","5",0
"44108","Lepidostoma prominens","Invertebrates","5",0
"44109","Lepidostoma quercinum","Invertebrates","5",0
"44110","Lepidostoma roafi","Invertebrates","5",0
"44111","Lepidostoma sackeni","Invertebrates","5",0
"44112","Lepidostoma wigginsi","Invertebrates","3",0
"44113","Lepidostoma stigma","Invertebrates","5",0
"44114","Lepidostoma tibiale","Invertebrates","4",0
"44115","Lepidostoma unicolor","Invertebrates","5",0
"44116","Theliopsyche grisea","Invertebrates","4",0
"44117","Ceraclea annulicornis","Invertebrates","5",0
"44118","Ceraclea enodis","Invertebrates","4",0
"44119","Ceraclea erratica","Invertebrates","4",0
"44120","Ceraclea excisa","Invertebrates","5",0
"44121","Ceraclea latahensis","Invertebrates","5",0
"44122","Ceraclea nigronervosa","Invertebrates","5",0
"44123","Ceraclea submacula","Invertebrates","3",0
"44124","Ceraclea wetzeli","Invertebrates","5",0
"44125","Mystacides alafimbriata","Invertebrates","5",0
"44126","Nectopsyche dorsalis","Invertebrates","2 ",0
"44127","Nectopsyche gracilis","Invertebrates","5",0
"44128","Nectopsyche lahontanensis","Invertebrates","4",0
"44129","Nectopsyche minuta","Invertebrates","3",0
"44130","Oecetis ochracea","Invertebrates","5",0
"44131","Triaenodes jakutanus","Invertebrates","2 ",0
"44132","Allocosmoecus partitus","Invertebrates","4",0
"44133","Amphicosmoecus canax","Invertebrates","5",0
"44134","Anabolia ozburni","Invertebrates","5",0
"44135","Anabolia sordida","Invertebrates","5",0
"44136","Arctopora pulchella","Invertebrates","5",0
"44137","Asynarchus aldinus","Invertebrates","5",0
"44138","Asynarchus iteratus","Invertebrates","5",0
"44139","Asynarchus lapponicus","Invertebrates","5",0
"44140","Asynarchus montanus","Invertebrates","5",0
"44141","Asynarchus mutatus","Invertebrates","5",0
"44142","Chilostigmodes areolatus","Invertebrates","5",0
"44143","Chyranda centralis","Invertebrates","5",0
"44144","Clistoronia magnifica","Invertebrates","5",0
"44145","Clostoeca disjuncta","Invertebrates","4",0
"44146","Desmona mono","Invertebrates","5",0
"44147","Dicosmoecus atripes","Invertebrates","5",0
"44148","Dicosmoecus gilvipes","Invertebrates","5",0
"44149","Dicosmoecus obscuripennis","Invertebrates","5",0
"44150","Ecclisomyia conspersa","Invertebrates","5",0
"44151","Ecclisomyia maculosa","Invertebrates","5",0
"44152","Frenesia difficilis","Invertebrates","5",0
"44153","Glyphopsyche irrorata","Invertebrates","5",0
"44154","Grammotaulius bettenii","Invertebrates","4",0
"44155","Grammotaulius interrogationis","Invertebrates","5",0
"44156","Grensia praeterita","Invertebrates","4",0
"44157","Halesochila taylori","Invertebrates","5",0
"44158","Hesperophylax alaskensis","Invertebrates","5",0
"44159","Hesperophylax consimilis","Invertebrates","4",0
"44160","Homophylax flavipennis","Invertebrates","4",0
"44161","Hydatophylax hesperus","Invertebrates","5",0
"44162","Hydatophylax variabilis","Invertebrates","5",0
"44163","Ironoquia parvula","Invertebrates","5",0
"44164","Lenarchus brevipennis","Invertebrates","5",0
"44165","Lenarchus crassus","Invertebrates","5",0
"44166","Lenarchus expansus","Invertebrates","4",0
"44167","Lenarchus fautini","Invertebrates","5",0
"44168","Lenarchus keratus","Invertebrates","4",0
"44169","Lenarchus rillus","Invertebrates","5",0
"44170","Lenarchus vastus","Invertebrates","5",0
"44171","Limnephilus sericeus","Invertebrates","5",0
"44172","Limnephilus argenteus","Invertebrates","5",0
"44173","Limnephilus canadensis","Invertebrates","5",0
"44174","Limnephilus cockerelli","Invertebrates","4",0
"44175","Limnephilus dispar","Invertebrates","5",0
"44176","Limnephilus diversus","Invertebrates","5",0
"44177","Limnephilus externus","Invertebrates","5",0
"44178","Limnephilus extractus","Invertebrates","5",0
"44179","Limnephilus fagus","Invertebrates","5",0
"44180","Limnephilus femoralis","Invertebrates","5",0
"44181","Limnephilus fenestratus","Invertebrates","5",0
"44182","Limnephilus frijole","Invertebrates","5",0
"44183","Limnephilus hageni","Invertebrates","5",0
"44184","Limnephilus harrimani","Invertebrates","5",0
"44185","Limnephilus infernalis","Invertebrates","5",0
"44186","Limnephilus janus","Invertebrates","5",0
"44187","Limnephilus kennicotti","Invertebrates","5",0
"44188","Limnephilus labus","Invertebrates","4",0
"44189","Limnephilus morrisoni","Invertebrates","5",0
"44190","Limnephilus nigriceps","Invertebrates","5",0
"44191","Limnephilus nogus","Invertebrates","5",0
"44192","Limnephilus partitus","Invertebrates","5",0
"44193","Limnephilus parvulus","Invertebrates","5",0
"44194","Limnephilus perpusillus","Invertebrates","5",0
"44195","Limnephilus picturatus","Invertebrates","5",0
"44196","Limnephilus productus","Invertebrates","5",0
"44197","Limnephilus sansoni","Invertebrates","5",0
"44198","Limnephilus secludens","Invertebrates","5",0
"44199","Limnephilus spinatus","Invertebrates","5",0
"44200","Limnephilus stigma","Invertebrates","5",0
"44201","Limnephilus sublunatus","Invertebrates","5",0
"44202","Limnephilus taloga","Invertebrates","5",0
"44203","Phanocelia canadensis","Invertebrates","5",0
"44204","Philarctus przewalskii","Invertebrates","5",0
"44205","Platycentropus amicus","Invertebrates","5",0
"44206","Platycentropus indistinctus","Invertebrates","5",0
"44207","Psychoglypha alascensis","Invertebrates","5",0
"44208","Psychoglypha ormiae","Invertebrates","4",0
"44209","Psychoglypha prita","Invertebrates","3",0
"44210","Pycnopsyche aglona","Invertebrates","4",0
"44211","Pycnopsyche conspersa","Invertebrates","3",0
"44212","Pseudostenophylax uniformis","Invertebrates","5",0
"44213","Pycnopsyche flavata","Invertebrates","4",0
"44214","Pycnopsyche limbata","Invertebrates","5",0
"44215","Pycnopsyche sonso","Invertebrates","4",0
"44216","Molanna cinerea","Invertebrates","5",0
"44217","Molanna flavicornis","Invertebrates","5",0
"44218","Molannodes tinctus","Invertebrates","4",0
"44219","Psilotreta indecisa","Invertebrates","5",0
"44220","Chimarra elia","Invertebrates","4",0
"44221","Dolophilodes dorca","Invertebrates","5",0
"44222","Dolophilodes novusamericana","Invertebrates","5",0
"44223","Dolophilodes pallidipes","Invertebrates","5",0
"44224","Wormaldia gabriella","Invertebrates","5",0
"44225","Wormaldia occidea","Invertebrates","4",0
"44226","Agrypnia glacialis","Invertebrates","5",0
"44227","Agrypnia macdunnoughi","Invertebrates","5",0
"44228","Agrypnia obsoleta","Invertebrates","5",0
"44229","Agrypnia pagetana","Invertebrates","5",0
"44230","Agrypnia sahlbergi","Invertebrates","5",0
"44231","Agrypnia straminea","Invertebrates","5",0
"44232","Banksiola smithi","Invertebrates","5",0
"44233","Oligotricha lapponica","Invertebrates","5",0
"44234","Cernotina pallida","Invertebrates","3",0
"44235","Neureclipsis bimaculata","Invertebrates","5",0
"44236","Neureclipsis valida","Invertebrates","5",0
"44237","Nyctiophylax denningi","Invertebrates","4",0
"44238","Nyctiophylax vestitus","Invertebrates","UNK",0
"44239","Plectrocnemia albipuncta","Invertebrates","4",0
"44240","Talanites moodyae","Invertebrates","1",0
"44241","Talanites ubicki","Invertebrates","1",0
"44242","Calileptoneta briggsi","Invertebrates","1",0
"44243","Calileptoneta oasa","Invertebrates","1",0
"44244","Calileptoneta ubicki","Invertebrates","1",0
"44245","Calileptoneta wapiti","Invertebrates","1",0
"44246","Polycentropus carolinensis","Invertebrates","5",0
"44247","Plectrocnemia aureola","Invertebrates","5",0
"44248","Polycentropus chenoides","Invertebrates","2 ",0
"44249","Polycentropus denningi","Invertebrates","3",0
"44250","Holocentropus grellus","Invertebrates","2 ",0
"44251","Plectrocnemia icula","Invertebrates","3",0
"44252","Holocentropus melanae","Invertebrates","3",0
"44253","Holocentropus picicornis","Invertebrates","5",0
"44254","Polycentropus pixi","Invertebrates","4",0
"44255","Plectrocnemia smithae","Invertebrates","5",0
"44256","Polycentropus variegatus","Invertebrates","5",0
"44257","Polycentropus vigilatrix","Invertebrates","2 ",0
"44258","Psychomyia lumina","Invertebrates","5",0
"44259","Tinodes provo","Invertebrates","4",0
"44260","Rhyacophila acutiloba","Invertebrates","5",0
"44261","Rhyacophila alberta","Invertebrates","5",0
"44262","Rhyacophila angelita","Invertebrates","5",0
"44263","Rhyacophila atrata","Invertebrates","5",0
"44264","Rhyacophila bifila","Invertebrates","5",0
"44265","Rhyacophila chilsia","Invertebrates","4",0
"44266","Rhyacophila coloradensis","Invertebrates","5",0
"44267","Rhyacophila grandis","Invertebrates","5",0
"44268","Rhyacophila hyalinata","Invertebrates","5",0
"44269","Rhyacophila jenniferae","Invertebrates","4",0
"44270","Rhyacophila manistee","Invertebrates","5",0
"44271","Rhyacophila narvae","Invertebrates","5",0
"44272","Rhyacophila norcuta","Invertebrates","4",0
"44273","Rhyacophila oreta","Invertebrates","5",0
"44274","Rhyacophila pacifica","Invertebrates","1",0
"44275","Rhyacophila pellisa","Invertebrates","5",0
"44276","Rhyacophila pichaca","Invertebrates","2 ",0
"44277","Rhyacophila rotunda","Invertebrates","4",0
"44278","Rhyacophila tucula","Invertebrates","5",0
"44279","Rhyacophila vaccua","Invertebrates","5",0
"44280","Rhyacophila vagrita","Invertebrates","5",0
"44281","Rhyacophila valuma","Invertebrates","5",0
"44282","Rhyacophila vao","Invertebrates","5",0
"44283","Rhyacophila vemna","Invertebrates","4",0
"44284","Rhyacophila vobara","Invertebrates","5",0
"44285","Rhyacophila verrula","Invertebrates","5",0
"44286","Rhyacophila vocala","Invertebrates","5",0
"44287","Rhyacophila vofixa","Invertebrates","5",0
"44288","Rhyacophila vuzana","Invertebrates","4",0
"44289","Agarodes distinctus","Invertebrates","5",0
"44290","Neophylax kolodskii","Invertebrates","1",0
"44291","Neophylax occidentis","Invertebrates","5",0
"44292","Neophylax rickeri","Invertebrates","5",0
"44293","Neophylax splendens","Invertebrates","5",0
"44294","Neothremma alicia","Invertebrates","5",0
"44295","Oligophlebodes sierra","Invertebrates","5",0
"44296","Oligophlebodes sigma","Invertebrates","5",0
"44297","Cnodocentron yavapai","Invertebrates","UNK",0
"44298","Ambrysus funebris","Invertebrates","1",0
"44299","Iswaeon anoka","Invertebrates","5",0
"44300","Micrasema bactro","Invertebrates","5",0
"44301","Smicridea fasciatella","Invertebrates","5",0
"44302","Juncus ensifolius","Plants","5",0
"44303","Dolophilodes aequalis","Invertebrates","5",0
"44304","Electrostrymon guzanta","Invertebrates","UNK",0
"44305","Triaenodes frontalis","Invertebrates","5",0
"44306","Sagittaria montevidensis","Plants","5",0
"44307","Eleocharis flavescens","Plants","5",0
"44308","Dumontia oregonensis","Invertebrates","2 ",0
"44309","Stachys tenuifolia","Plants","5",0
"44310","Stachys hyssopifolia","Plants","4",0
"44311","Stachys aspera","Plants","4",0
"44312","Juga chacei","Invertebrates","1",0
"44313","Juga orickensis","Invertebrates","2 ",0
"44314","Novisuccinea sp. 3","Invertebrates","2 ",0
"44315","Novisuccinea sp. 4","Invertebrates","2 ",0
"44316","Panicum longivaginatum","Plants","1",0
"44317","Cyrtandra nanawaleensis","Plants","1",1
"44318","Holbrookia elegans","Reptiles","5",0
"44319","Idagona westcotti","Invertebrates","1",0
"44320","Berlandiera monocephala","Plants","2 ",0
"44321","Rena dissectus","Reptiles","4",0
"44322","Notiosorex cockrumi","Mammals","UNK",0
"44323","Schoenoplectus acutus","Plants","5",0
"44324","Montaphe elrodi","Invertebrates","5",0
"44325","Kepolydesmus anderisus","Invertebrates","5",0
"44326","Cenchrus spinifex","Plants","UNK",0
"44327","Ancotrema sp. 1","Invertebrates","UNK",0
"44328","Haplotrema sp. 1","Invertebrates","UNK",0
"44329","Helminthoglypta sp. 1","Invertebrates","UNK",0
"44330","Hochbergellus sp. 1","Invertebrates","UNK",0
"44331","Trilobopsis sp. 1","Invertebrates","UNK",0
"44332","Trilobopsis sp. 2","Invertebrates","UNK",0
"44333","Trilobopsis sp. 3","Invertebrates","UNK",0
"44334","Trilobopsis sp. 4","Invertebrates","UNK",0
"44335","Trilobopsis sp. 6","Invertebrates","UNK",0
"44336","Trilobopsis sp. 5","Invertebrates","UNK",0
"44337","Trilobopsis sp. 7","Invertebrates","UNK",0
"44338","Vespericola sp. 4","Invertebrates","UNK",0
"44339","Vespericola sp. 5","Invertebrates","UNK",0
"44340","Vespericola sp. 7","Invertebrates","UNK",0
"44341","Vespericola sp. 8","Invertebrates","UNK",0
"44342","Vespericola sp. 12","Invertebrates","UNK",0
"44343","Vespericola sp. 11","Invertebrates","UNK",0
"44344","Vespericola sp. 10","Invertebrates","UNK",0
"44345","Vespericola sp. 9","Invertebrates","UNK",0
"44346","Isoetes minima","Plants","1",0
"44347","Chaetodipus rudinoris","Mammals","5",0
"44348","Neotoma macrotis","Mammals","5",0
"44349","Physaria pulvinata","Plants","1",0
"44350","Oreocarya revealii","Plants","1",0
"44351","Neotoma fuscipes","Mammals","5",1
"44352","Lampetra sp. 1","Fishes","UNK",0
"44353","Erigeron ochroleucus","Plants","UNK",0
"44354","Sceloporus consobrinus","Reptiles","5",0
"44355","Sceloporus tristichus","Reptiles","5",0
"44356","Schiedeella arizonica","Plants","4",0
"44371","Johanneshowellia crateriorum","Plants","1",0
"44372","Crotalus viridis","Reptiles","5",0
"44373","Boltonia montana","Plants","1",0
"44374","Scaphinotus mannii","Invertebrates","1",0
"44375","Buprestis gibbsi","Invertebrates","UNK",0
"44376","Coryphium vandykei","Invertebrates","UNK",0
"44377","Gnathoryphium mandibulare","Invertebrates","UNK",0
"44378","Nebria danmanni","Invertebrates","UNK",0
"44379","Oistus edmonstoni","Invertebrates","UNK",0
"44380","Pterostichus inanis","Invertebrates","UNK",0
"44381","Pterostichus smetani","Invertebrates","UNK",0
"44382","Quedius bakeri","Invertebrates","UNK",0
"44383","Quedius narada","Invertebrates","UNK",0
"44384","Quedius paradisi","Invertebrates","UNK",0
"44385","Quedius tahomae","Invertebrates","UNK",0
"44386","Subhaida rainieri","Invertebrates","UNK",0
"44387","Tachinus ovalis","Invertebrates","UNK",0
"44388","Cancer magister","Invertebrates","5",0
"44389","Crassadoma gigantea","Invertebrates","5",0
"44390","Polyorchis penicillatus","Invertebrates","5",0
"44391","Panopea abrupta","Invertebrates","5",0
"44392","Siliqua patula","Invertebrates","5",0
"44393","Saxidomus gigantea","Invertebrates","5",0
"44394","Strongylocentrotus franciscanus","Invertebrates","UNK",0
"44395","Protothaca staminea","Invertebrates","5",0
"44396","Mytilus trossulus","Invertebrates","5",0
"44397","Coriomeris insularis","Invertebrates","UNK",0
"44398","Pandalus danae","Invertebrates","UNK",0
"44399","Chaetodipus baileyi","Mammals","5",0
"44400","Lepidomeda aliciae","Fishes","2 ",0
"44401","Lepidomeda copei","Fishes","3",0
"44402","Pandalus goniurus","Invertebrates","5",0
"44403","Pandalus jordani","Invertebrates","5",0
"44404","Pandalus hypsinotus","Invertebrates","5",0
"44405","Pandalus platyceros","Invertebrates","5",0
"44406","Pandalopsis dispar","Invertebrates","5",0
"44407","Upogebia pugettensis","Invertebrates","UNK",0
"44408","Vespericola sp. 13","Invertebrates","UNK",0
"44409","Vespericola sp. 14","Invertebrates","UNK",0
"44410","Vespericola sp. 15","Invertebrates","UNK",0
"44411","Vespericola sp. 16","Invertebrates","UNK",0
"44412","Fluminicola warnerensis","Invertebrates","2 ",0
"44413","Fluminicola sp. 24","Invertebrates","UNK",0
"44414","Fluminicola sp. 26","Invertebrates","UNK",0
"44415","Fluminicola sp. 38","Invertebrates","UNK",0
"44416","Fluminicola sp. 39","Invertebrates","UNK",0
"44417","Fluminicola sp. 40","Invertebrates","UNK",0
"44418","Viola affinis","Plants","UNK",0
"44420","Brachycentrus lunatus","Invertebrates","2 ",0
"44421","Ephydatia cooperensis","Invertebrates","2 ",0
"44422","Thaumatopsis edonis","Invertebrates","UNK",0
"44593","Heteromeyenia baileyi","Invertebrates","5",0
"44594","Entoloma occidentale","Fungi","UNK",0
"44595","Dinacoma caseyi","Invertebrates","1",1
"44596","Elimia christyi","Invertebrates","2 ",0
"44597","Silene serpentinicola","Plants","3",0
"44598","Poa diaboli","Plants","2 ",0
"44599","Erigeron maniopotamicus","Plants","2 ",0
"44600","Boechera yorkii","Plants","1",0
"44601","Rhysodesmus restans","Invertebrates","1",0
"44602","Bubo virginianus","Birds","5",0
"44603","Branta canadensis","Birds","5",0
"44604","Accipiter striatus","Birds","5",0
"44605","Anthoceros scariosus","Plants","3",0
"44606","Anthoceros punctatus","Plants","2 ",0
"44608","Anthoceros agrestis","Plants","4",0
"44609","Anthoceros lamellatus","Plants","UNK",0
"44610","Piranga flava","Birds","5",0
"44611","Capnia kersti","Invertebrates","1",0
"44612","Puffinus lherminieri","Birds","4",0
"44613","Sphaeralcea gierischii","Plants","1",1
"44614","Plethodon asupak","Amphibians","2 ",0
"44615","Phaeoceros mohrii","Plants","UNK",0
"44616","Isoperla umpqua","Invertebrates","1",0
"44617","Phylloicus mexicanus","Invertebrates","5",0
"44618","Peromyscus boylii","Mammals","5",0
"44619","Urosaurus nigricaudus","Reptiles","5",0
"44620","Quercus berberidifolia","Plants","5",0
"44621","Quercus cerris","Plants","UNK",0
"44622","Quercus viminea","Plants","4",0
"44623","Sonorella huecoensis","Invertebrates","1",0
"44624","Parrya nauruaq","Plants","2 ",0
"44625","Marstonia gaddisorum","Invertebrates","1",0
"44626","Marstonia angulobasis","Invertebrates","1",0
"44627","Pohlia robertsonii","Plants","1",0
"44628","Pohlia rabunbaldensis","Plants","1",0
"44629","Gyalectidium floridense","Fungi","2 ",0
"44630","Fulvophyton calcicola","Fungi","Prob. Extinct",0
"44631","Brachycercus harrisella","Invertebrates","5",0
"44632","Ephemerella nuda","Invertebrates","5",0
"44633","Rhithrogena ingalik","Invertebrates","2 ",0
"44634","Elimia mihalcikae","Invertebrates","1",0
"44635","Elimia teretria","Invertebrates","1",0
"44636","Elimia broccata","Invertebrates","1",0
"44637","Elimia godwini","Invertebrates","2 ",0
"44638","Elimia lecontiana","Invertebrates","2 ",0
"44639","Elimia induta","Invertebrates","2 ",0
"44640","Elimia timida","Invertebrates","1",0
"44641","Elimia glarea","Invertebrates","3",0
"44642","Elimia darwini","Invertebrates","1",0
"44643","Elimia ucheensis","Invertebrates","3",0
"44644","Elimia buffyae","Invertebrates","4",0
"44645","Elimia annae","Invertebrates","3",0
"44646","Elimia exusta","Invertebrates","2 ",0
"44647","Carex filifolia","Plants","5",0
"44648","Polygonum aviculare","Plants","5",0
"44649","Polygonum fowleri","Plants","5",0
"44650","Rhyacophila celadon","Invertebrates","2 ",0
"44651","Lacunicambarus polychromatus","Invertebrates","5",0
"44652","Allionia incarnata","Plants","5",0
"44653","Camelobaetidius maidu","Invertebrates","4",0
"44654","Dromochorus velutinigrens","Invertebrates","3",0
"44655","Ancistrocarphus keilii","Plants","1",0
"44656","Oecetis sp. A","Invertebrates","3",0
"44657","Oecetis sp. C","Invertebrates","1",0
"44658","Oecetis sp. G","Invertebrates","2 ",0
"44659","Limnephilus alagnaki","Invertebrates","2 ",0
"44660","Limnephilus rhea","Invertebrates","2 ",0
"44661","Limnephilus sp. 1","Invertebrates","2 ",0
"44662","Limnephilus sp. 2","Invertebrates","2 ",0
"44663","Carphophis amoenus","Reptiles","5",0
"44664","Triaenodes morsei","Invertebrates","1",0
"44665","Ylodes sp. A","Invertebrates","1",0
"44666","Ylodes sp. B","Invertebrates","1",0
"44667","Homoplectra sierra","Invertebrates","2 ",0
"44668","Farula moweri","Invertebrates","2 ",0
"44669","Astragalus avonensis","Plants","1",0
"44670","Fallopia scandens","Plants","5",0
"44671","Alasmidonta sp. 2","Invertebrates","1",0
"44672","Synthliboramphus scrippsi","Birds","3",0
"44673","Arctostaphylos gabilanensis","Plants","1",0
"44674","Sonorella painteri","Invertebrates","1",0
"44675","Pictetiella lechleitneri","Invertebrates","2 ",0
"44676","Cladonia trassii","Fungi","UNK",0
"44677","Syncaris pasadenae","Invertebrates","Extinct",0
"44678","Nesopupa baldwini","Invertebrates","UNK",0
"44679","Holospira animasensis","Invertebrates","1",0
"44680","Enallagma annexum","Invertebrates","5",0
"44681","Sarcosoma globosum","Fungi","UNK",0
"44682","Siren reticulata","Amphibians","UNK",0
"44683","Eptatretus mcconnaugheyi","Fishes","UNK",0
"44684","Heptranchias perlo","Fishes","3",0
"44685","Hexanchus nakamurai","Fishes","UNK",0
"44686","Etmopterus bigelowi","Fishes","UNK",0
"44687","Thunnus thynnus","Fishes","UNK",0
"44688","Aspidophoroides monopterygius","Fishes","5",0
"44689","Stellerina xyosterna","Fishes","UNK",0
"44690","Achnatherum parishii","Plants","UNK",0
"44691","Orconectes sp. 3","Invertebrates","1",0
"44692","Hyporthodus niveatus","Fishes","4",0
"44693","Tartarocreagris infernalis","Invertebrates","2 ",0
"44694","Tartarocreagris ozarkensis","Invertebrates","UNK",0
"44695","Tartarocreagris altimana","Invertebrates","1",0
"44696","Tartarocreagris amblyopa","Invertebrates","1",0
"44697","Tartarocreagris attenuata","Invertebrates","1",0
"44698","Tartarocreagris cookei","Invertebrates","UNK",0
"44699","Tartarocreagris domina","Invertebrates","1",0
"44700","Tartarocreagris grubbsi","Invertebrates","1",0
"44701","Tartarocreagris hoodensis","Invertebrates","1",0
"44702","Tartarocreagris proserpina","Invertebrates","1",0
"44703","Tartarocreagris reyesi","Invertebrates","UNK",0
"44704","Lithasia spicula","Invertebrates","1",0
"44705","Traverella promifrons","Invertebrates","5",0
"44706","Panicum philadelphicum","Plants","5",0
"44707","Etropus crossotus","Fishes","5",0
"44708","Palaemonetes paludosus","Invertebrates","5",0
"44709","Calycadenia micrantha","Plants","2 ",0
"44710","Schistidium liliputanum","Plants","UNK",0
"44711","Eriophorum chamissonis","Plants","5",0
"44712","Carex atratiformis","Plants","5",0
"44713","Solidago canadensis","Plants","5",0
"44714","Schiedea perlmanii","Plants","1",0
"44715","Schiedea nuttallii","Plants","1",0
"44716","Schiedea nuttallii","Plants","1",1
"44717","Carex macloviana","Plants","5",0
"44718","Chenopodium glaucum","Plants","5",0
"44719","Chenopodium leptophyllum","Plants","5",0
"44720","Dryopteris mauiensis","Plants","2 ",0
"44721","Cyanea salicina","Plants","1",0
"44722","Achnatherum perplexum","Plants","UNK",0
"44723","Achnatherum occidentale","Plants","5",0
"44724","Cyrtandra ferripilosa","Plants","1",1
"44725","Cystopteris sandwicensis","Plants","1",0
"44726","Cyanea recta","Plants","2 ",0
"44727","Quercus pungens","Plants","UNK",0
"44728","Schiedea laui","Plants","1",1
"44729","Etheostoma blennioides","Fishes","5",0
"44730","Eucinostomus argenteus","Fishes","5",0
"44731","Narcine bancroftii","Fishes","UNK",0
"44732","Cibotium chamissoi","Plants","3",0
"44733","Cibotium glaucum","Plants","3",0
"44734","Cibotium menziesii","Plants","UNK",0
"44735","Sabatia arkansana","Plants","1",0
"44736","Eleotris amblyopsis","Fishes","5",0
"44737","Ctenogobius fasciatus","Fishes","UNK",0
"44738","Pteronotropis grandipinnis","Fishes","4",0
"44739","Pteronotropis merlini","Fishes","3",0
"44740","Rhinichthys obtusus","Fishes","5",0
"44741","Moxostoma pisolabrum","Fishes","5",0
"44742","Asplenium kaulfussii","Plants","2 ",0
"44743","Pterygoplichthys disjunctivus","Fishes","UNK",0
"44744","Fundulus cingulatus","Fishes","4",0
"44745","Fundulus kansae","Fishes","5",0
"44746","Platydoras armatulus","Fishes","UNK",0
"44747","Streptocephalus henridumontis","Invertebrates","4",0
"44748","Chasmodes bosquianus","Fishes","5",0
"44749","Streptocephalus thomasbowmani","Invertebrates","1",0
"44750","Hypleurochilus geminatus","Fishes","5",0
"44751","Trachykele hartmani","Invertebrates","1",0
"44752","Atriplex gmelinii","Plants","5",0
"44753","Coregonus nipigon","Fishes","4",0
"44754","Scomber japonicus","Fishes","5",0
"44755","Makaira nigricans","Fishes","UNK",0
"44756","Peprilus paru","Fishes","5",0
"44757","Campylopus sp. 1","Plants","UNK",0
"44758","Trillium georgianum","Plants","1",0
"44759","Lythrurus alegnotus","Fishes","3",0
"44760","Toxolasma sp. 1","Invertebrates","2 ",0
"44761","Sylvilagus floridanus","Mammals","5",0
"44762","Sylvilagus cognatus","Mammals","2 ",0
