"speciesid","speciesname","taxon","conservation_status","listed"
"19993","Sciuro-hypnum curtum","Plants","5",0
"19994","Bjerkandera adusta","Fungi","UNK",0
"19995","Lecidea amniculensis","Fungi","UNK",0
"19996","Mycocalicium fuscipes","Fungi","UNK",0
"19997","Ochrolechia subplicans","Fungi","3",0
"19998","Mycoglaena meridionalis","Fungi","UNK",0
"19999","Jungermannia polaris","Plants","4",0
"20000","Dermatocarpon intestiniforme","Fungi","UNK",0
"20001","Vahliella leucophaea","Fungi","5",0
"20002","Brianaria lutulata","Fungi","UNK",0
"20003","Astrothelium megaspermum","Fungi","UNK",0
"20004","Muellerella ventosicola","Fungi","UNK",0
"20005","Pyrenula septicollaris","Fungi","UNK",0
"20006","Pyxine albovirens","Fungi","UNK",0
"20007","Blennothallia fecunda","Fungi","UNK",0
"20008","Rhizoplaca haydenii","Fungi","2 ",0
"20009","Cladonia botrytes","Fungi","5",0
"20010","Dirinaria confusa","Fungi","5",0
"20011","Lobaria kurokawae","Fungi","UNK",0
"20012","Rhabdoweisia crispata","Plants","5",0
"20013","Xanthoparmelia stenophylla","Fungi","5",0
"20014","Mnium arizonicum","Plants","5",0
"20015","Plagiothecium denticulatum","Plants","5",0
"20016","Lecanora mellea","Fungi","UNK",0
"20017","Lecanora nordenskioeldii","Fungi","4",0
"20018","Stereocaulon arenarium","Fungi","4",0
"20019","Stereocaulon arcticum","Fungi","3",0
"20020","Lecidea lyngei","Fungi","UNK",0
"20021","Scapania crassiretis","Plants","3",0
"20022","Lecanora wisconsinensis","Fungi","UNK",0
"20023","Rinodina roscida","Fungi","5",0
"20024","Andreaea heinemannii","Plants","4",0
"20025","Venturiella sinensis","Plants","4",0
"20026","Trichostomum recurvifolium","Plants","3",0
"20027","Aplodon wormskioldii","Plants","3",0
"20028","Bactrospora spiralis","Fungi","UNK",0
"20029","Brianaria bauschiana","Fungi","UNK",0
"20030","Thelidium areolatum","Fungi","UNK",0
"20031","Thelidium parvulum","Fungi","UNK",0
"20032","Biatora globulosa","Fungi","UNK",0
"20033","Lathagrium fuscovirens","Fungi","5",0
"20034","Thelidium pyrenophorum","Fungi","4",0
"20035","Viridothelium virens","Fungi","4",0
"20036","Tuckermannopsis americana","Fungi","5",0
"20037","Leciophysma furfurascens","Fungi","UNK",0
"20038","Megaspora verrucosa","Fungi","5",0
"20039","Crossocalyx hellerianus","Plants","5",0
"20040","Ptychostomum weigelii","Plants","5",0
"20041","Anisomeridium terminatum","Fungi","UNK",0
"20042","Clavulinopsis fusiformis","Fungi","UNK",0
"20043","Sarcoscypha coccinea","Fungi","UNK",0
"20044","Lecanora intricata","Fungi","5",0
"20045","Thamnolia subuliformis","Fungi","5",0
"20046","Abrothallus bertianus","Fungi","UNK",0
"20047","Arctocetraria nigricascens","Fungi","UNK",0
"20048","Dictyomeridium proponens","Fungi","UNK",0
"20049","Usnea wasmuthii","Fungi","UNK",0
"20050","Niphotrichum muticum","Plants","4",0
"20051","Seligeria tristichoides","Plants","4",0
"20052","Trapeliopsis granulosa","Fungi","5",0
"20053","Homalothecium nevadense","Plants","4",0
"20054","Ulota megalospora","Plants","4",0
"20055","Radula tenax","Plants","3",0
"20056","Fissidens bushii","Plants","5",0
"20057","Graphis botryosa","Fungi","UNK",0
"20058","Graphis caesiella","Fungi","UNK",0
"20059","Lecanora cladonioides","Fungi","UNK",0
"20060","Aspicilia lesleyana","Fungi","4",0
"20061","Leptorhaphis contorta","Fungi","UNK",0
"20062","Pseudoleskeella tectorum","Plants","5",0
"20063","Fissidens leptophyllus","Plants","2 ",0
"20064","Hypnum lindbergii","Plants","5",0
"20065","Campylopus carolinae","Plants","2 ",0
"20066","Sphagnum balticum","Plants","5",0
"20067","Dicranum drummondii","Plants","UNK",0
"20068","Orthotrichum stellatum","Plants","5",0
"20069","Lobaria scrobiculata","Fungi","5",0
"20070","Scytinium apalachense","Fungi","2 ",0
"20071","Phaeographis tortuosa","Fungi","UNK",0
"20072","Gyalolechia stantonii","Fungi","2 ",0
"20073","Dicranella palustris","Plants","5",0
"20074","Mycomicrothelia wallrothii","Fungi","UNK",0
"20075","Lichenomphalia umbellifera","Fungi","5",0
"20076","Ramboldia subcinnabarina","Fungi","UNK",0
"20077","Porphyra papenfussii","Protists","UNK",0
"20078","Canoparmelia amazonica","Fungi","UNK",0
"20079","Verrucaria finkiana","Fungi","UNK",0
"20080","Frullania donnellii","Plants","3",0
"20081","Lecidea albohyalina","Fungi","UNK",0
"20082","Thelopsis rubella","Fungi","UNK",0
"20083","Lepraria diffusa","Fungi","UNK",0
"20084","Umbilicaria hyperborea","Fungi","5",0
"20085","Riccia frostii","Plants","5",0
"20086","Porpidia degelii","Fungi","UNK",0
"20087","Lecidea erythrophaea","Fungi","3",0
"20088","Lacrymaria lacrymabunda","Fungi","UNK",0
"20089","Homostegia piggotii","Fungi","UNK",0
"20090","Leptogium sessile","Fungi","UNK",0
"20091","Letharia columbiana","Fungi","4",0
"20092","Schistidium cinclidodonteum","Plants","2 ",0
"20093","Metzgeria conjugata","Plants","5",0
"20094","Lecidea syncarpa","Fungi","UNK",0
"20095","Sarcogyne regularis","Fungi","5",0
"20096","Caloplaca peliophylla","Fungi","UNK",0
"20097","Bryoria carlottae","Fungi","UNK",0
"20098","Caloplaca pellodella","Fungi","4",0
"20099","Cladonia pachycladodes","Fungi","UNK",0
"20100","Cladonia parasitica","Fungi","4",0
"20101","Pertusaria sommerfeltii","Fungi","4",0
"20102","Psilolechia lucida","Fungi","4",0
"20103","Psora pseudorussellii","Fungi","4",0
"20104","Entosthodon californicus","Plants","3",0
"20105","Ocellularia sanfordiana","Fungi","UNK",0
"20106","Hypogymnia hultenii","Fungi","5",0
"20107","Parmotrema perlatum","Fungi","4",0
"20108","Parmotrema austrosinense","Fungi","4",0
"20109","Entodon sullivantii","Plants","3",0
"20110","Violella fucata","Fungi","UNK",0
"20111","Heterodermia obscurata","Fungi","5",0
"20112","Neckera menziesii","Plants","5",0
"20113","Hypnum bambergeri","Plants","5",0
"20114","Rhizoplaca phaedrophthalma","Fungi","UNK",0
"20115","Dichelyma uncinatum","Plants","4",0
"20116","Arthonia ravenelii","Fungi","UNK",0
"20117","Cladonia incrassata","Fungi","5",0
"20118","Cyathus striatus","Fungi","UNK",0
"20119","Gyrothyra underwoodiana","Plants","4",0
"20120","Fuscocephaloziopsis monticola","Plants","3",0
"20121","Cladonia bacilliformis","Fungi","4",0
"20122","Cresponea chloroconia","Fungi","UNK",0
"20123","Bagliettoa calciseda","Fungi","UNK",0
"20124","Endocarpon tortuosum","Fungi","UNK",0
"20125","Cirriphyllum piliferum","Plants","5",0
"20126","Calypogeia peruviana","Plants","5",0
"20127","Rhizocarpon intermediellum","Fungi","3",0
"20128","Brachythecium albicans","Plants","5",0
"20129","Phlyctella andensis","Fungi","UNK",0
"20130","Physcia albinea","Fungi","3",0
"20131","Rinodina freyi","Fungi","UNK",0
"20132","Psorotichia schaereri","Fungi","UNK",0
"20133","Peltigera membranacea","Fungi","5",0
"20134","Lecania cyrtella","Fungi","UNK",0
"20135","Cetraria aculeata","Fungi","5",0
"20136","Cladonia squamosa","Fungi","5",0
"20137","Daltonia splachnoides","Plants","1",0
"20138","Umbilicaria rigida","Fungi","5",0
"20139","Grimmia orbicularis","Plants","5",0
"20140","Pseudocrossidium hornschuchianum","Plants","4",0
"20141","Aongstroemia longipes","Plants","4",0
"20142","Plagiochasma intermedium","Plants","4",0
"20143","Anomodon viticulosus","Plants","5",0
"20144","Buellia leptocline","Fungi","4",0
"20145","Lophoziopsis polaris","Plants","5",0
"20146","Stereocaulon nivale","Fungi","UNK",0
"20147","Platydictya subtilis","Plants","5",0
"20148","Ovicuculispora parmeliae","Fungi","UNK",0
"20149","Nectriopsis rubefaciens","Fungi","UNK",0
"20150","Opegrapha umbellulariae","Fungi","UNK",0
"20151","Niphotrichum canescens","Plants","5",0
"20152","Tayloria lingulata","Plants","4",0
"20153","Xylographa opegraphella","Fungi","UNK",0
"20154","Campylopus schmidii","Plants","5",0
"20155","Dicranum pallidisetum","Plants","UNK",0
"20156","Biatorella cyphalea","Fungi","UNK",0
"20157","Bryonora pruinosa","Fungi","UNK",0
"20158","Collemopsidium sublitorale","Fungi","5",0
"20159","Pyrenocollema tichothecioides","Fungi","UNK",0
"20160","Lichenodiplis lecanorae","Fungi","UNK",0
"20161","Orthodontium gracile","Plants","5",0
"20162","Crossidium aberrans","Plants","4",0
"20163","Heterocladium dimorphum","Plants","5",0
"20164","Aspicilia nordlandica","Fungi","UNK",0
"20165","Caloplaca schaereri","Fungi","UNK",0
"20166","Tortula amplexa","Plants","3",0
"20167","Scopelophila ligulata","Plants","5",0
"20168","Cetrelia alaskana","Fungi","3",0
"20169","Punctelia stictica","Fungi","4",0
"20170","Phylliscum tenue","Fungi","UNK",0
"20171","Stereocaulon intermedium","Fungi","4",0
"20172","Fissurina cypressi","Fungi","UNK",0
"20173","Bucklandiella pacifica","Plants","3",0
"20174","Entodon hampeanus","Plants","5",0
"20175","Arthonia apatetica","Fungi","UNK",0
"20176","Entodon schleicheri","Plants","4",0
"20177","Lepraria rigidula","Fungi","UNK",0
"20178","Anzia americana","Fungi","4",0
"20179","Seirophora contortuplicata","Fungi","4",0
"20180","Taxiphyllum alternans","Plants","3",0
"20181","Fissidens polypodioides","Plants","4",0
"20182","Ionaspis odora","Fungi","UNK",0
"20183","Ionaspis lavata","Fungi","3",0
"20184","Astrothelium versicolor","Fungi","UNK",0
"20185","Erioderma mollissimum","Fungi","4",0
"20186","Arctoparmelia centrifuga","Fungi","5",0
"20187","Acolium karelicum","Fungi","UNK",0
"20188","Diplotomma penichrum","Fungi","UNK",0
"20189","Myrionora albidula","Fungi","UNK",0
"20190","Vigneronia cypressi","Fungi","UNK",0
"20191","Fouragea filicina","Fungi","UNK",0
"20192","Leucodon andrewsianus","Plants","5",0
"20193","Cladonia caroliniana","Fungi","5",0
"20194","Anisomeridium carinthiacum","Fungi","UNK",0
"20195","Elodium elodioides","Plants","3",0
"20196","Xanthoparmelia schmidtii","Fungi","1",0
"20197","Phaeographis brasiliensis","Fungi","UNK",0
"20198","Peltigera degenii","Fungi","4",0
"20199","Xanthoparmelia neochlorochroa","Fungi","4",0
"20200","Splachnum luteum","Plants","5",0
"20201","Meesia triquetra","Plants","5",0
"20202","Toninia subdiffracta","Fungi","2 ",0
"20203","Philonotis fontana","Plants","5",0
"20204","Canoparmelia cryptochlorophaea","Fungi","UNK",0
"20205","Lecidea atromarginata","Fungi","UNK",0
"20206","Radula complanata","Plants","5",0
"20207","Peltigera praetextata","Fungi","5",0
"20208","Aspicilia perradiata","Fungi","5",0
"20209","Phaeocalicium tremulicola","Fungi","UNK",0
"20210","Chiloscyphus polyanthos","Plants","5",0
"20211","Lecidea roseotincta","Fungi","UNK",0
"20212","Graphis desquamescens","Fungi","UNK",0
"20213","Rinodina intermedia","Fungi","UNK",0
"20214","Coccotrema pocillarium","Fungi","3",0
"20215","Lecanora chlorophaeodes","Fungi","UNK",0
"20216","Loeskypnum badium","Plants","5",0
"20217","Acroporium smallii","Plants","1",0
"20218","Caloplaca dakotensis","Fungi","UNK",0
"20219","Caloplaca urceolata","Fungi","UNK",0
"20220","Candelariella arctica","Fungi","4",0
"20221","Pyrenodesmia variabilis","Fungi","4",0
"20222","Chaenothecopsis debilis","Fungi","UNK",0
"20223","Pogonatum urnigerum","Plants","5",0
"20224","Pyrenopsis polycocca","Fungi","3",0
"20225","Lecidea rivulorum","Fungi","UNK",0
"20226","Petractis farlowii","Fungi","UNK",0
"20227","Lepra trachythallina","Fungi","4",0
"20228","Brachytheciastrum leibergii","Plants","5",0
"20229","Medusulina nitida","Fungi","UNK",0
"20230","Taxiphyllum deplanatum","Plants","4",0
"20231","Lichenothelia scopularia","Fungi","UNK",0
"20232","Ramalina canariensis","Fungi","UNK",0
"20233","Cladonia santensis","Fungi","4",0
"20234","Brachelyma subulatum","Plants","4",0
"20235","Discelium nudum","Plants","3",0
"20236","Leptobryum pyriforme","Plants","5",0
"20237","Catillochroma endochroma","Fungi","UNK",0
"20238","Collema nigrescens","Fungi","5",0
"20239","Lecanactis californica","Fungi","UNK",0
"20240","Lecanactis dubia","Fungi","UNK",0
"20241","Micarea nitschkeana","Fungi","UNK",0
"20242","Leciophysma finmarkicum","Fungi","UNK",0
"20243","Caloplaca wrightii","Fungi","UNK",0
"20244","Letrouitia vulpina","Fungi","UNK",0
"20245","Leptorhaphis atomaria","Fungi","4",0
"20246","Mycoporum sparsellum","Fungi","UNK",0
"20247","Usnea evansii","Fungi","UNK",0
"20248","Protoparmelia badia","Fungi","4",0
"20249","Arthonia subdispuncta","Fungi","UNK",0
"20250","Jungermannia exsertifolia","Plants","5",0
"20251","Porphyra abbottae","Protists","UNK",0
"20252","Constrictolumina lyrata","Fungi","3",0
"20253","Riccia beyrichiana","Plants","5",0
"20254","Pertusaria lecanina","Fungi","3",0
"20255","Lepra amara","Fungi","5",0
"20256","Placynthium petersii","Fungi","UNK",0
"20257","Pleopsidium chlorophanum","Fungi","5",0
"20258","Fissidens pallidinervis","Plants","UNK",0
"20259","Frullania bolanderi","Plants","4",0
"20260","Moerckia hibernica","Plants","4",0
"20261","Fissidens grandifrons","Plants","5",0
"20262","Aspicilia rolleana","Fungi","UNK",0
"20263","Arthonia lapidicola","Fungi","5",0
"20264","Cratiria lauricassiae","Fungi","UNK",0
"20265","Sematophyllum demissum","Plants","5",0
"20266","Bacidia mutabilis","Fungi","UNK",0
"20267","Caloplaca durietzii","Fungi","UNK",0
"20268","Bactrospora brevispora","Fungi","UNK",0
"20269","Ptychostomum meesioides","Plants","4",0
"20270","Rosulabryum canariense","Plants","4",0
"20271","Rhizocarpon cinereovirens","Fungi","4",0
"20272","Tuckermanella weberi","Fungi","UNK",0
"20273","Sphenolobus saxicola","Plants","3",0
"20274","Stictis urceolatum","Fungi","4",0
"20275","Endocarpon pulvinatum","Fungi","4",0
"20276","Lactarius peckii","Fungi","UNK",0
"20277","Peltolepis quadrata","Plants","4",0
"20278","Lepidozia filamentosa","Plants","4",0
"20279","Mycoporum compositum","Fungi","UNK",0
"20280","Telaranea nematodes","Plants","5",0
"20281","Phaeophyscia orbicularis","Fungi","5",0
"20282","Allantoparmelia siberica","Fungi","UNK",0
"20283","Mazosia viridescens","Fungi","UNK",0
"20284","Cladonia subfurcata","Fungi","5",0
"20285","Dimelaena radiata","Fungi","3",0
"20286","Cladonia umbricola","Fungi","5",0
"20287","Porpidia flavicunda","Fungi","4",0
"20288","Orthotrichum pellucidum","Plants","5",0
"20289","Acarospora boulderensis","Fungi","UNK",0
"20290","Micarea assimilata","Fungi","4",0
"20291","Calymperes erosum","Plants","4",0
"20292","Gyroweisia tenuis","Plants","4",0
"20293","Cetraria laevigata","Fungi","5",0
"20294","Lathagrium undulatum","Fungi","5",0
"20295","Chonecolea doellingeri","Plants","4",0
"20296","Ochrolechia montana","Fungi","UNK",0
"20297","Bactrospora brodoi","Fungi","UNK",0
"20298","Cladonia portentosa","Fungi","5",0
"20299","Entosthodon wigginsii","Plants","3",0
"20300","Biatora meiocarpa","Fungi","UNK",0
"20301","Melanohalea halei","Fungi","4",0
"20302","Lichinella minnesotensis","Fungi","UNK",0
"20303","Polymeridium catapastum","Fungi","UNK",0
"20304","Peltigera aphthosa","Fungi","5",0
"20305","Calopadia fusca","Fungi","4",0
"20306","Hyperphyscia syncolla","Fungi","4",0
"20307","Tritomaria laxa","Plants","4",0
"20308","Rufoplaca oxfordensis","Fungi","UNK",0
"20309","Schismatomma rappii","Fungi","UNK",0
"20310","Lejeunea aphanes","Plants","1",0
"20311","Scapania zemliae","Plants","2 ",0
"20312","Riccardia palmata","Plants","5",0
"20313","Dactylospora pertusariicola","Fungi","UNK",0
"20314","Flavopunctelia darrowi","Fungi","UNK",0
"20315","Lecanora insignis","Fungi","UNK",0
"20316","Cladonia floerkeana","Fungi","5",0
"20317","Pertusaria chiodectonoides","Fungi","3",0
"20318","Plagiochila retrorsa","Plants","3",0
"20319","Lecanora umbrosa","Fungi","UNK",0
"20320","Arthonia polymorpha","Fungi","UNK",0
"20321","Hypnum hamulosum","Plants","4",0
"20322","Bryoplaca sinapisperma","Fungi","UNK",0
"20323","Orthotrichum fenestratum","Plants","1",0
"20324","Anastrophyllum assimile","Plants","3",0
"20325","Polysporina simplex","Fungi","5",0
"20326","Graphis anfractuosa","Fungi","UNK",0
"20327","Strangospora microhaema","Fungi","UNK",0
"20328","Catolechia wahlenbergii","Fungi","4",0
"20329","Cecidonia umbonella","Fungi","UNK",0
"20330","Heterodermia japonica","Fungi","5",0
"20331","Lentinus levis","Fungi","UNK",0
"20332","Endohyalina rappii","Fungi","UNK",0
"20333","Lecanora microbola","Fungi","UNK",0
"20334","Tetramelas pulverulentus","Fungi","4",0
"20335","Collema leptaleum","Fungi","UNK",0
"20336","Cladonia novochlorophaea","Fungi","1",0
"20337","Allantoparmelia alpicola","Fungi","5",0
"20338","Arthonia caudata","Fungi","UNK",0
"20339","Lecanographa grumulosa","Fungi","UNK",0
"20340","Lecania nylanderiana","Fungi","UNK",0
"20341","Bacidia subincompta","Fungi","4",0
"20342","Lobaria pulmonaria","Fungi","5",0
"20343","Porella pinnata","Plants","5",0
"20344","Orthotrichum pusillum","Plants","5",0
"20345","Dicranum condensatum","Plants","5",0
"20346","Pannaria lurida","Fungi","4",0
"20347","Pertusaria rhexostoma","Fungi","UNK",0
"20348","Tortula truncata","Plants","4",0
"20349","Rhizoplaca subdiscrepans","Fungi","4",0
"20350","Aspicilia aliena","Fungi","4",0
"20351","Verrucaria rupestris","Fungi","4",0
"20352","Riccardia multifida","Plants","5",0
"20353","Pycnothelia papillaria","Fungi","5",0
"20354","Lecania franciscana","Fungi","UNK",0
"20355","Graphis antillarum","Fungi","UNK",0
"20356","Myriolecis albescens","Fungi","UNK",0
"20357","Rhizocarpon viridiatrum","Fungi","UNK",0
"20358","Lejeunea cavifolia","Plants","5",0
"20359","Weissia inoperculata","Plants","1",0
"20360","Lecanora imshaugii","Fungi","UNK",0
"20361","Pseudohydnum gelatinosum","Fungi","UNK",0
"20362","Pseudocrossidium replicatum","Plants","4",0
"20363","Seifertia azaleae","Fungi","UNK",0
"20364","Apiosporina morbosa","Fungi","UNK",0
"20365","Stereocaulon condensatum","Fungi","4",0
"20366","Helvella lacunosa","Fungi","UNK",0
"20367","Vibrissea truncorum","Fungi","5",0
"20368","Hylocomiastrum umbratum","Plants","5",0
"20369","Mycoblastus caesius","Fungi","UNK",0
"20370","Physcia dimidiata","Fungi","5",0
"20371","Physcia dubia","Fungi","5",0
"20372","Pertusaria pupillaris","Fungi","UNK",0
"20373","Scapania obscura","Plants","3",0
"20374","Pertusaria pustulata","Fungi","4",0
"20375","Stenocybe major","Fungi","4",0
"20376","Rinodina laevigata","Fungi","UNK",0
"20377","Riccia warnstorfii","Plants","2 ",0
"20378","Punctelia graminicola","Fungi","UNK",0
"20379","Punctelia subpraesignis","Fungi","3",0
"20380","Bryoria nadvornikiana","Fungi","5",0
"20381","Cinclidium stygium","Plants","5",0
"20382","Tuckermannopsis sepincola","Fungi","5",0
"20383","Ceratolejeunea laetefusca","Plants","4",0
"20384","Sphinctrina leucopoda","Fungi","UNK",0
"20385","Dicranum majus","Plants","5",0
"20386","Chaenotheca brunneola","Fungi","4",0
"20387","Xanthoparmelia psoromifera","Fungi","4",0
"20388","Homalothecium fulgescens","Plants","4",0
"20389","Bulbothrix laevigatula","Fungi","3",0
"20390","Aspicilia sipeana","Fungi","UNK",0
"20391","Lecidea crisima","Fungi","UNK",0
"20392","Masonhalea inermis","Fungi","UNK",0
"20393","Dirinaria confluens","Fungi","UNK",0
"20394","Gabura fasciculare","Fungi","UNK",0
"20395","Squamulea squamosa","Fungi","UNK",0
"20396","Fuscidea arboricola","Fungi","UNK",0
"20397","Fuscopannaria ahlneri","Fungi","4",0
"20398","Pohlia melanodon","Plants","4",0
"20399","Pilophorus nigricaulis","Fungi","3",0
"20400","Marsupella sphacelata","Plants","5",0
